file,offset,mode,slot,disk_id,skip,bytes,capacity,korean
31/S3024.DAT,0x45DF0,inline,,,,14,17,늘 한가하구먼.
31/S3024.DAT,0x45E3C,inline,,,,14,16,여긴 그대로군.
31/S3024.DAT,0x45E86,inline,,,,9,11,뭐 없나?
31/S3024.DAT,0x45ECA,inline,,,,35,37,병사|흥!|좀 강하다고 우쭐대지 마.
31/S3024.DAT,0x460E4,inline,,,,26,29,병사|뭐 달라질 건 없지만.
31/S3024.DAT,0x462BA,inline,,,,18,21,노인|싸진 않다네.
31/S3024.DAT,0x46684,inline,,,,33,33,아이|앗! 자이언트 배트 버스터다.
31/S3024.DAT,0x46870,inline,,,,31,31,아이|앗! 야생 헤모지 버스터다.
31/S3024.DAT,0x46F94,inline,,,,37,40,아이|상대가 없네.|준 거 쓰고 있어?
31/S3024.DAT,0x477C2,inline,,,,6,7,나가?
31/S3024.DAT,0x47802,inline,,,,14,19,|나간다|그만
31/S3024.DAT,0x47F68,inline,,,,20,25,|아크|쿠쿠루|토슈
31/S3024.DAT,0x47FD2,inline,,,,20,31,|망자|갑옷|아르마
31/S3024.DAT,0x48052,inline,,,,22,42,|강공격|일반|약공격
4/S4011.DAT,0x48842,inline,,,,17,19,죽을 수는 없다고.
4/S4011.DAT,0x488DE,inline,,,,34,37,말이 많아! 한꺼번에 베어 버리겠다!
4/S4011.DAT,0x4898E,inline,,,,7,8,괴물이!
4/S4022.DAT,0x47C90,inline,,,,11,11,네놈들...!!
4/S4022.DAT,0x47E1E,inline,,,,21,26,두목님... 동생분들...
4/S4031.DAT,0x4798E,inline,,,,27,28,엄마... 어디로 간 거야...?
4/S4031.DAT,0x47B0E,inline,,,,30,33,젠장! 난... 난 어떻게 해야 해!
4/S4032.DAT,0x48490,inline,,,,3,3,음.
4/S4033.DAT,0x484CE,inline,,,,3,3,음.
4/S4033.DAT,0x485C8,inline,,,,12,19,|당연|처음
4/S4034.DAT,0x4856C,inline,,,,3,3,음.
4/S4035.DAT,0x4842E,inline,,,,3,3,음.
4/S4035.DAT,0x4851A,inline,,,,11,22,하하하하하.
4/S4036.DAT,0x483A2,inline,,,,3,3,음.
4/S4041.DAT,0x47950,inline,,,,21,23,여기가 편지 속 장소야
4/S4041.DAT,0x479F4,inline,,,,4,8,뭐지
5/S5012.DAT,0x4800C,inline,,,,12,15,|출발|그만
5/S5012.DAT,0x480EE,inline,,,,11,15,기다려라아!
5/S5012.DAT,0x4837C,inline,,,,49,83,빛의 돌... 동방의 라마다 땅에 대지의 힘이 잠들다.
5/S5013.DAT,0x47580,inline,,,,18,28,|출발|그만|정보
5/S5013.DAT,0x478FE,inline,,,,18,28,|출발|그만|정보
5/S5013.DAT,0x47C16,inline,,,,20,32,|출발|그만|정보 2
5/S5013.DAT,0x47CBE,inline,,,,25,31,|출발|그만|유용한 정보
5/S5013.DAT,0x47F08,inline,,,,32,48,|아이템 정보|방향과 반격|그만
5/S5013.DAT,0x48336,inline,,,,32,37,|전투 요령 2|유용한 정보|그만
5/S5013.DAT,0x483A2,inline,,,,38,54,|몬스터 상성|경험치|성장 조언|그만
5/S5013.DAT,0x4895E,inline,,,,53,58,|아라라토스 유적|미르마나의 이후|라마다 수행|그만
5/S5013.DAT,0x48F80,inline,,,,37,42,|포코의 악기|투기장|키토우올|그만
5/S5013.DAT,0x48FF2,inline,,,,46,47,|스톤 서클|링 위치 설정|소환수|다음 페이지
5/S5013.DAT,0x490DC,inline,,,,52,56,|라마다사의 수행|로맨싱 스톤|장신구 비단 띠|그만
5/S5021.DAT,0x48328,inline,,,,11,15,햣햣햣햣햣.
5/S5025.DAT,0x47C94,inline,,,,23,24,"잠깐, 다들 왜 이래...?"
5/S5025.DAT,0x47E08,inline,,,,21,23,"다들, 적당히 좀 해..."
6/S6012.DAT,0x48090,inline,,,,20,34,그건 어떨까. 후후후.
6/S6012.DAT,0x48214,inline,,,,23,23,어쨌든 그 절에 가 보자.
6/S6013.DAT,0x48030,inline,,,,12,15,|출발|그만
6/S6013.DAT,0x48290,inline,,,,49,90,대지의 돌... 서방의 카데르 땅에 봉인된 바람의 힘.
6/S6014.DAT,0x47638,inline,,,,12,15,|출발|그만
6/S6014.DAT,0x4794A,inline,,,,20,32,|출발|그만|정보 2
6/S6014.DAT,0x479F2,inline,,,,25,31,|출발|그만|유용한 정보
6/S6014.DAT,0x47EEA,inline,,,,12,15,|출발|그만
6/S6014.DAT,0x482E2,inline,,,,32,37,|전투 요령 2|유용한 정보|그만
6/S6014.DAT,0x4834E,inline,,,,38,54,|몬스터 상성|경험치|성장 조언|그만
6/S6014.DAT,0x4890A,inline,,,,53,58,|아라라토스 유적|미르마나의 이후|라마다 수행|그만
6/S6014.DAT,0x48F2C,inline,,,,37,42,|포코의 악기|투기장|키토우올|그만
6/S6014.DAT,0x48F9E,inline,,,,46,47,|스톤 서클|링 위치 설정|소환수|다음 페이지
6/S6014.DAT,0x49088,inline,,,,52,56,|라마다사의 수행|로맨싱 스톤|장신구 비단 띠|그만
6/S6053.DAT,0x47E32,inline,,,,9,19,고마워...
6/S6053.DAT,0x47EDA,inline,,,,12,12,뒤를 부탁해!
6/S6054.DAT,0x45002,inline,,,,28,35,|초핀|초비|초스케|초카라
6/S6054.DAT,0x450F6,inline,,,,26,34,|밀마|스메|아라라|카델
6/S6054.DAT,0x451F4,inline,,,,26,32,|아크|쿠쿠루|다다|헤모
6/S6054.DAT,0x452F2,inline,,,,24,31,|오카|야모|야오|시타
6/S6054.DAT,0x453E6,inline,,,,22,28,|예|아마|확실|고민
6/S6054.DAT,0x454DC,inline,,,,21,29,|150|200|250|고민
6/S6054.DAT,0x455E0,inline,,,,24,31,|있음|없음|제작|여행
6/S6054.DAT,0x456DA,inline,,,,18,24,|저|그|어|비밀
6/S6054.DAT,0x458CE,inline,,,,34,41,|대단함|고장|찌그러진|달라붙음
6/S6054.DAT,0x459CA,inline,,,,24,38,|황금|갈|빨강|누구?
7/S7011.DAT,0x48036,inline,,,,12,15,|출발|그만
7/S7011.DAT,0x481C4,inline,,,,22,27,"후훗, 후훗, 후훗, 후훗"
7/S7011.DAT,0x482E4,inline,,,,49,89,바람의 돌... 사막의 아리바샤 땅에서 잊힌 물의 힘.
7/S7012.DAT,0x47A74,inline,,,,20,32,|출발|그만|정보 2
7/S7012.DAT,0x47B1C,inline,,,,25,31,|출발|그만|유용한 정보
7/S7012.DAT,0x47DDA,inline,,,,32,37,|전투 요령 2|유용한 정보|그만
7/S7012.DAT,0x47E46,inline,,,,38,54,|몬스터 상성|경험치|성장 조언|그만
7/S7012.DAT,0x48402,inline,,,,53,58,|아라라토스 유적|미르마나의 이후|라마다 수행|그만
7/S7012.DAT,0x48A24,inline,,,,37,42,|포코의 악기|투기장|키토우올|그만
7/S7012.DAT,0x48A96,inline,,,,46,47,|스톤 서클|링 위치 설정|소환수|다음 페이지
7/S7012.DAT,0x48B80,inline,,,,52,56,|라마다사의 수행|로맨싱 스톤|장신구 비단 띠|그만
7/S7021.DAT,0x47D58,inline,,,,18,30,변경?|변경|유지
7/S7021.DAT,0x47E66,inline,,,,18,30,변경?|변경|유지
7/S7021.DAT,0x47F74,inline,,,,18,30,변경?|변경|유지
7/S7021.DAT,0x48082,inline,,,,18,30,변경?|변경|유지
7/S7021.DAT,0x48190,inline,,,,18,30,변경?|변경|유지
7/S7021.DAT,0x4829E,inline,,,,18,30,변경?|변경|유지
7/S7021.DAT,0x483AC,inline,,,,18,30,변경?|변경|유지
7/S7021.DAT,0x48D26,inline,,,,24,34,출전할까요?|출전|그만
7/S7021.DAT,0x48EA4,inline,,,,33,33,|아크|쿠쿠루|토슈|다음 페이지
7/S7021.DAT,0x48F16,inline,,,,18,27,맞나?|예|아니오
7/S7021.DAT,0x48F82,inline,,,,18,27,맞나?|예|아니오
7/S7021.DAT,0x48FEE,inline,,,,18,26,맞나?|예|아니오
7/S7021.DAT,0x4908E,inline,,,,31,35,|포코|고겐|이가|다음 페이지
7/S7021.DAT,0x49102,inline,,,,18,26,맞나?|예|아니오
7/S7021.DAT,0x4916C,inline,,,,18,25,맞나?|예|아니오
7/S7021.DAT,0x491D0,inline,,,,10,14,맞나?|예
7/S7021.DAT,0x4929E,inline,,,,18,26,맞나?|예|아니오
7/S7022.DAT,0x47FCE,inline,,,,18,30,변경?|변경|유지
7/S7022.DAT,0x480DC,inline,,,,18,28,변경?|변경|유지
7/S7022.DAT,0x481E8,inline,,,,18,26,변경?|변경|유지
7/S7022.DAT,0x482F2,inline,,,,18,26,변경?|변경|유지
7/S7022.DAT,0x483FC,inline,,,,18,26,변경?|변경|유지
7/S7022.DAT,0x48506,inline,,,,18,26,변경?|변경|유지
7/S7022.DAT,0x48610,inline,,,,18,31,변경?|변경|유지
7/S7022.DAT,0x489B6,inline,,,,28,36,1회전 준비?|예|아직입니다
7/S7022.DAT,0x49196,inline,,,,22,34,처음부터?|다시|계속
7/S7023.DAT,0x47D58,inline,,,,18,30,변경?|변경|유지
7/S7023.DAT,0x47E66,inline,,,,18,28,변경?|변경|유지
7/S7023.DAT,0x47F72,inline,,,,18,30,변경?|변경|유지
7/S7023.DAT,0x48080,inline,,,,18,28,변경?|변경|유지
7/S7023.DAT,0x4818C,inline,,,,18,25,변경?|변경|유지
7/S7023.DAT,0x48296,inline,,,,18,26,변경?|변경|유지
7/S7023.DAT,0x483A0,inline,,,,18,30,변경?|변경|유지
7/S7023.DAT,0x48A4E,inline,,,,28,36,2회전 준비?|예|아직입니다
7/S7023.DAT,0x491C6,inline,,,,22,34,처음부터?|다시|계속
7/S7023.DAT,0x4922C,inline,,,,23,40,1회전부터?|예|아니오
7/S7024.DAT,0x47D58,inline,,,,18,30,변경?|변경|유지
7/S7024.DAT,0x47E66,inline,,,,18,28,변경?|변경|유지
7/S7024.DAT,0x47F72,inline,,,,18,26,변경?|변경|유지
7/S7024.DAT,0x4807C,inline,,,,18,26,변경?|변경|유지
7/S7024.DAT,0x48186,inline,,,,18,31,변경?|변경|유지
7/S7024.DAT,0x48296,inline,,,,18,26,변경?|변경|유지
7/S7024.DAT,0x483A0,inline,,,,18,31,변경?|변경|유지
7/S7024.DAT,0x48AAE,inline,,,,29,37,준결승 준비?|예|아직입니다
7/S7024.DAT,0x4922A,inline,,,,22,34,처음부터?|다시|계속
7/S7024.DAT,0x49290,inline,,,,23,40,1회전부터?|예|아니오
7/S7025.DAT,0x47FDC,inline,,,,18,30,변경?|변경|유지
7/S7025.DAT,0x480EA,inline,,,,18,27,변경?|변경|유지
7/S7025.DAT,0x481F6,inline,,,,18,29,변경?|변경|유지
7/S7025.DAT,0x48304,inline,,,,18,24,변경?|변경|유지
7/S7025.DAT,0x4840C,inline,,,,18,31,변경?|변경|유지
7/S7025.DAT,0x4851C,inline,,,,18,23,변경?|변경|유지
7/S7025.DAT,0x48624,inline,,,,18,31,변경?|변경|유지
7/S7025.DAT,0x4882E,inline,,,,23,25,...엑스플로오전!!(분노)
7/S7025.DAT,0x48AC2,inline,,,,27,35,결승 준비?|예|아직입니다
7/S7025.DAT,0x4923A,inline,,,,22,34,처음부터?|다시|계속
7/S7025.DAT,0x492A0,inline,,,,23,40,1회전부터?|예|아니오
7/S7026.DAT,0x48006,inline,,,,18,27,변경?|변경|유지
7/S7026.DAT,0x48112,inline,,,,18,27,변경?|변경|유지
7/S7026.DAT,0x4821E,inline,,,,18,31,변경?|변경|유지
7/S7026.DAT,0x4832E,inline,,,,18,30,변경?|변경|유지
7/S7026.DAT,0x4843C,inline,,,,18,28,변경?|변경|유지
7/S7026.DAT,0x48548,inline,,,,18,24,변경?|변경|유지
7/S7026.DAT,0x48650,inline,,,,18,31,변경?|변경|유지
7/S7026.DAT,0x489AC,inline,,,,8,9,시끄러워
7/S7026.DAT,0x48C4E,inline,,,,14,14,어쨌든 힘내자.
7/S7026.DAT,0x48D28,inline,,,,29,41,오브전 준비?|예|아직입니다
7/S7026.DAT,0x494A6,inline,,,,22,34,처음부터?|다시|계속
7/S7026.DAT,0x4950C,inline,,,,23,40,1회전부터?|예|아니오
7/S7027.DAT,0x48DD8,inline,,,,9,9,잘했구나.
7/S7027.DAT,0x48EB0,inline,,,,7,7,잘했어.
7/S7027.DAT,0x48F6E,inline,,,,7,7,잘했어.
7/S7027.DAT,0x4903E,inline,,,,7,7,잘했어.
7/S7027.DAT,0x490F2,inline,,,,7,7,잘했어.
7/S7027.DAT,0x491BE,inline,,,,7,7,잘했어.
7/S7027.DAT,0x49292,inline,,,,7,7,잘했어.
7/S7028.DAT,0x46D58,inline,,,,18,30,변경?|변경|유지
7/S7028.DAT,0x46E66,inline,,,,18,28,변경?|변경|유지
7/S7028.DAT,0x46F72,inline,,,,18,27,변경?|변경|유지
7/S7028.DAT,0x4707E,inline,,,,18,31,변경?|변경|유지
7/S7028.DAT,0x4718E,inline,,,,18,31,변경?|변경|유지
7/S7028.DAT,0x4729E,inline,,,,18,23,변경?|변경|유지
7/S7028.DAT,0x473A6,inline,,,,18,28,변경?|변경|유지
7/S7028.DAT,0x48028,inline,,,,24,34,출전할까요?|출전|그만
7/S7028.DAT,0x482EE,inline,,,,33,33,|아크|쿠쿠루|토슈|다음 페이지
7/S7028.DAT,0x48360,inline,,,,18,27,맞나?|예|아니오
7/S7028.DAT,0x483CC,inline,,,,18,27,맞나?|예|아니오
7/S7028.DAT,0x48438,inline,,,,18,26,맞나?|예|아니오
7/S7028.DAT,0x484D8,inline,,,,31,35,|포코|고겐|이가|다음 페이지
7/S7028.DAT,0x4854C,inline,,,,18,26,맞나?|예|아니오
7/S7028.DAT,0x485B6,inline,,,,18,25,맞나?|예|아니오
7/S7028.DAT,0x4861A,inline,,,,10,14,맞나?|예
7/S7028.DAT,0x486E8,inline,,,,18,26,맞나?|예|아니오
7/S7028.DAT,0x48AB8,inline,,,,25,31,|출전|그만|비밀 투기장
7/S7028.DAT,0x48B70,inline,,,,27,48,정말 할까요?|승리|나중에
7/S7032.DAT,0x47C00,inline,,,,80,93,"로크톨: 자, 그러면 생과 죽음을 건 싸움의 막을 올 려 보 지 않 으 시 겠 습 니 까!"
8/S8011.DAT,0x48060,inline,,,,12,12,네. 당신은?
8/S8012.DAT,0x48020,inline,,,,12,15,|출발|그만
8/S8012.DAT,0x481B0,inline,,,,64,87,물의 돌... 정령의 나라 스메리아 땅의 성 아래에 탄식하는 불의 힘.
8/S8013.DAT,0x476B6,inline,,,,25,31,|출발|그만|유용한 정보
8/S8013.DAT,0x47A12,inline,,,,37,42,|포코의 악기|투기장|키토우올|그만
8/S8013.DAT,0x47A84,inline,,,,46,47,|스톤 서클|링 위치 설정|소환수|다음 페이지
8/S8013.DAT,0x47B6E,inline,,,,52,56,|라마다사의 수행|로맨싱 스톤|장신구 비단 띠|그만
8/S8031.DAT,0x485FA,inline,,,,25,29,심하다... 너 무 심하다...
B/SB071.DAT,0x47EA6,inline,,,,22,31,괜찮을까?|물론|그만
B/SB071.DAT,0x47F0E,inline,,,,4,10,고겐
B/SB072.DAT,0x47DCE,inline,,,,2,3,어
B/SB072.DAT,0x47EBE,inline,,,,7,8,이건...
B/SB072.DAT,0x47F7E,inline,,,,5,5,네놈!
C1/SC011.DAT,0x48DEA,inline,,,,11,12,나도 싸울까
C1/SC021.DAT,0x46DE6,inline,,,,16,28,전투?|예|그만
C1/SC021.DAT,0x46E48,inline,,,,16,28,전투?|예|그만
C1/SC021.DAT,0x46EAA,inline,,,,16,29,전투?|예|그만
C1/SC021.DAT,0x46F0E,inline,,,,16,31,전투?|예|그만
C1/SC021.DAT,0x46F74,inline,,,,16,29,전투?|예|그만
C1/SC021.DAT,0x46FD8,inline,,,,16,21,전투?|예|그만
C1/SC021.DAT,0x47034,inline,,,,18,24,할까?|한다|그만
C1/SC031.DAT,0x46DE6,inline,,,,16,28,전투?|예|그만
C1/SC031.DAT,0x46E48,inline,,,,16,28,전투?|예|그만
C1/SC031.DAT,0x46EAA,inline,,,,16,29,전투?|예|그만
C1/SC031.DAT,0x46F0E,inline,,,,16,31,전투?|예|그만
C1/SC031.DAT,0x46F74,inline,,,,16,29,전투?|예|그만
C1/SC031.DAT,0x46FD8,inline,,,,16,21,전투?|예|그만
C1/SC031.DAT,0x47034,inline,,,,18,24,할까?|한다|그만
C1/SC041.DAT,0x46DE6,inline,,,,16,28,전투?|예|그만
C1/SC041.DAT,0x46E48,inline,,,,16,28,전투?|예|그만
C1/SC041.DAT,0x46EAA,inline,,,,16,29,전투?|예|그만
C1/SC041.DAT,0x46F0E,inline,,,,16,31,전투?|예|그만
C1/SC041.DAT,0x46F74,inline,,,,16,29,전투?|예|그만
C1/SC041.DAT,0x46FD8,inline,,,,16,21,전투?|예|그만
C1/SC041.DAT,0x47034,inline,,,,18,24,할까?|한다|그만
C1/SC051.DAT,0x46DE6,inline,,,,16,28,전투?|예|그만
C1/SC051.DAT,0x46E48,inline,,,,16,28,전투?|예|그만
C1/SC051.DAT,0x46EAA,inline,,,,16,29,전투?|예|그만
C1/SC051.DAT,0x46F0E,inline,,,,16,31,전투?|예|그만
C1/SC051.DAT,0x46F74,inline,,,,16,29,전투?|예|그만
C1/SC051.DAT,0x46FD8,inline,,,,16,21,전투?|예|그만
C1/SC051.DAT,0x47034,inline,,,,18,24,할까?|한다|그만
C1/SC061.DAT,0x46DE6,inline,,,,16,28,전투?|예|그만
C1/SC061.DAT,0x46E48,inline,,,,16,28,전투?|예|그만
C1/SC061.DAT,0x46EAA,inline,,,,16,29,전투?|예|그만
C1/SC061.DAT,0x46F0E,inline,,,,16,31,전투?|예|그만
C1/SC061.DAT,0x46F74,inline,,,,16,29,전투?|예|그만
C1/SC061.DAT,0x46FD8,inline,,,,16,21,전투?|예|그만
C1/SC061.DAT,0x47034,inline,,,,18,24,할까?|한다|그만
C1/SC081.DAT,0x46DE6,inline,,,,16,28,전투?|예|그만
C1/SC081.DAT,0x46E48,inline,,,,16,28,전투?|예|그만
C1/SC081.DAT,0x46EAA,inline,,,,20,27,시작할까?|예|그만
C1/SC081.DAT,0x46F0C,inline,,,,23,30,아파도 할까?|예|그만
C1/SC081.DAT,0x46F70,inline,,,,16,29,전투?|예|그만
C1/SC081.DAT,0x46FD4,inline,,,,16,21,전투?|예|그만
C1/SC081.DAT,0x47030,inline,,,,16,21,갈까|간다|그만
C1/SC091.DAT,0x46DE6,inline,,,,20,24,준비됐나?|예|그만
C1/SC091.DAT,0x46E44,inline,,,,19,23,맡겨 두게|예|그만
C1/SC091.DAT,0x46EA2,inline,,,,20,27,시작할까?|예|그만
C1/SC091.DAT,0x46F04,inline,,,,16,24,전투?|예|그만
C1/SC091.DAT,0x46F62,inline,,,,16,23,전투?|예|그만
C1/SC091.DAT,0x46FC0,inline,,,,16,21,전투?|예|그만
C1/SC091.DAT,0x4701C,inline,,,,18,29,할까?|한다|그만
C2/SC0A1.DAT,0x46DE6,inline,,,,16,28,전투?|예|그만
C2/SC0A1.DAT,0x46E48,inline,,,,16,22,전투?|예|그만
C2/SC0A1.DAT,0x46EA4,inline,,,,16,21,전투?|예|그만
C2/SC0A1.DAT,0x46F00,inline,,,,16,31,전투?|예|그만
C2/SC0A1.DAT,0x46F66,inline,,,,16,29,전투?|예|그만
C2/SC0A1.DAT,0x46FCA,inline,,,,16,21,전투?|예|그만
C2/SC0A1.DAT,0x47026,inline,,,,18,24,할까?|한다|그만
C2/SC0B6.DAT,0x45C3A,inline,,,,11,12,축하합니다!
C2/SC0B6.DAT,0x45D4E,inline,,,,11,12,축하합니다!
C2/SC0B6.DAT,0x45E4C,inline,,,,11,12,축하합니다!
C2/SC0B6.DAT,0x45F4A,inline,,,,11,12,축하합니다!
C2/SC0B6.DAT,0x46048,inline,,,,11,12,축하합니다!
C2/SC0B6.DAT,0x46146,inline,,,,11,12,축하합니다!
C2/SC0B6.DAT,0x46244,inline,,,,11,12,축하합니다!
C2/SC0B6.DAT,0x46342,inline,,,,11,12,축하합니다!
C2/SC0B6.DAT,0x4644A,inline,,,,11,12,축하합니다!
C2/SC0B6.DAT,0x464F8,inline,,,,46,51,|넘치는 과실|큰 폭탄|약화의 구슬|부활의 약
C2/SC0B6.DAT,0x467D6,inline,,,,11,12,축하합니다!
C2/SC0B6.DAT,0x46B5C,inline,,,,11,12,축하합니다!
C2/SC0B6.DAT,0x46EEA,inline,,,,11,12,축하합니다!
C2/SC0B6.DAT,0x46F98,inline,,,,45,47,|슬리플리스 카트|안티헤모지|거울|선글라스
C2/SC0B6.DAT,0x47270,inline,,,,11,12,축하합니다!
C2/SC0B6.DAT,0x47402,inline,,,,11,12,축하합니다!
C2/SC0B6.DAT,0x4778E,inline,,,,11,12,축하합니다!
C2/SC0B6.DAT,0x4791C,inline,,,,11,12,축하합니다!
C2/SC0C1.DAT,0x48A90,inline,,,,7,7,어라...
D/SD011.DAT,0x47D78,inline,,,,7,8,아크...
D/SD013.DAT,0x47902,inline,,,,5,5,꺄악!
D/SD013.DAT,0x47A0E,inline,,,,17,26,그리고 며칠 뒤...
D/SD014.DAT,0x479FC,inline,,,,11,12,걱정이네...
D/SD021.DAT,0x47AF6,inline,,,,9,10,데헤헤...
D/SD021.DAT,0x47BDE,inline,,,,13,13,후훗후훗후훗.
D/SD031.DAT,0x463DA,inline,,,,26,26,어라? 이 돌은 뭐였더라...
E5/SE05A.DAT,0x48772,inline,,,,34,41,"후후후후... 하고, 아무도 없잖아!?"
E5/SE05A.DAT,0x487E0,inline,,,,12,13,"어, 뒤 라 고"
E5/SE05A.DAT,0x48854,inline,,,,16,21,"무, 거, 무 거 워"
